Year	Week	StationID	BattlesCount	VACCount	RiotsCount	TotalCount	HighMaxTemp	TempCat
2001	14	676930	0	1	3	4	77.4	M
2001	14	677750	0	1	0	1	79.19	M
2001	14	678610	0	1	0	1	84.19	M
2001	14	678770	0	1	0	1	74.69	M
2001	14	679650	0	1	0	1	81.9	M
2001	14	681740	0	0	4	4	69.3	C
2001	14	682550	0	0	2	2	83.69	M
2001	14	683680	1	0	0	1	72	M
2001	14	684380	0	0	1	1	77.4	M
2001	15	610800	1	0	0	1	102.19	M
2001	15	614420	0	0	1	1	85.5	M
2001	15	618330	9	2	0	11	96.8	H
2001	15	618490	14	3	0	17	95	H
2001	15	627210	0	1	1	2	102.19	M
2001	15	628030	0	2	0	2	99.5	H
2001	15	628050	1	0	0	1	107.59	H
2001	15	636120	2	0	0	2	92.69	M
2001	15	636300	0	1	0	1	85.09	M
2001	15	637090	2	0	0	2	73.4	M
2001	15	637230	0	1	0	1	98.59	H
2001	15	637260	0	1	0	1	71.59	M
2001	15	638010	16	3	0	19	82.4	M
2001	15	639320	0	0	3	3	73.4	M
2001	15	647060	0	2	0	2	104	H
2001	15	650460	2	1	0	3	102.19	H
2001	15	652010	0	1	0	1	91.4	M
2001	15	677790	0	1	0	1	78.8	M
2001	15	681740	0	0	1	1	76.59	M
2001	15	688160	2	1	0	3	83.09	M
2001	15	688170	0	1	0	1	70.3	M
2001	16	616950	0	1	0	1	98.19	M
2001	16	618180	3	3	0	6	95	H
2001	16	618320	17	12	0	29	92.3	H
2001	16	618330	12	0	0	12	97.9	H
2001	16	618490	8	2	0	10	85.09	M
2001	16	628050	2	0	0	2	106.69	H
2001	16	628100	0	2	0	2	105.8	H
2001	16	634500	1	4	1	6	78.8	H
2001	16	636300	0	1	0	1	88.69	M
2001	16	636740	2	0	0	2	86	M
2001	16	637260	2	1	1	4	75.19	M
2001	16	637420	1	0	0	1	73.9	M
2001	16	638010	8	12	0	20	99.5	H
2001	16	652010	0	1	0	1	86.9	M
2001	16	677610	0	3	0	3	89.8	M
2001	16	677750	0	1	0	1	82.4	M
2001	16	678610	0	2	0	2	82.19	M
2001	16	678690	0	0	1	1	85.59	M
2001	17	603900	1	1	0	2	83.5	M
2001	17	612910	0	0	2	2	102.19	H
2001	17	616950	1	0	0	1	100	M
2001	17	616980	0	1	0	1	108.3	H
2001	17	618330	2	0	0	2	99.5	H
2001	17	618490	4	0	0	4	84.19	M
2001	17	628050	2	0	0	2	104.9	H
2001	17	634500	2	0	2	4	75.9	M
2001	17	636020	0	1	0	1	80.59	M
2001	17	636300	4	5	0	9	87.3	M
2001	17	636540	2	0	0	2	79.9	M
2001	17	636740	2	1	0	3	87.8	M
2001	17	637260	1	4	0	5	77	M
2001	17	637420	0	2	0	2	75.19	M
2001	17	638700	0	0	1	1	81.69	C
2001	17	646500	0	1	0	1	96.8	H
2001	17	652010	1	0	0	1	92.3	M
2001	17	674610	3	0	0	3	84.19	M
2001	17	675610	0	1	1	2	86.4	M
2001	17	680180	0	2	0	2	86	M
2001	17	683850	1	0	0	1	82.59	M
2001	18	603550	0	1	0	1	63.29	M
2001	18	603900	0	0	3	3	77.69	M
2001	18	617010	0	0	1	1	94.09	M
2001	18	627300	0	1	0	1	107.59	H
2001	18	634500	0	1	0	1	66.19	C
2001	18	636240	1	0	0	1	97.19	M
2001	18	636410	0	1	0	1	75.4	M
2001	18	636610	0	1	0	1	78.3	M
2001	18	636740	1	0	0	1	76.09	C
2001	18	637090	1	0	0	1	77	M
2001	18	637720	1	0	0	1	90.9	M
2001	18	643870	15	7	0	22	82	M
2001	18	644000	4	0	2	6	87.3	M
2001	18	652010	2	1	0	3	92.3	M
2001	18	655280	1	0	0	1	97.5	H
2001	18	655480	3	0	0	3	90.3	M
2001	18	675610	0	0	1	1	83.3	M
2001	18	676650	0	0	2	2	82.9	M
2001	18	676930	0	1	0	1	80.59	M
2001	18	677750	0	2	0	2	77.4	M
2001	18	677790	0	2	0	2	79.69	M
2001	18	678810	0	1	0	1	68	C
2001	18	679750	0	4	0	4	83.09	M
2001	18	680180	2	0	1	3	86.9	M
2001	19	603900	1	0	0	1	72.3	M
2001	19	606070	1	0	0	1	98.59	M
2001	19	610800	0	1	0	1	106.69	H
2001	19	618330	23	1	0	24	93.4	M
2001	19	618490	4	2	3	9	89.59	M
2001	19	629410	0	1	0	1	86.9	C
2001	19	636300	1	2	0	3	84.59	M
2001	19	636610	1	0	0	1	78.4	M
2001	19	638200	0	2	0	2	86.9	M
2001	19	643870	8	9	0	17	81.69	M
2001	19	644000	2	5	0	7	86.9	M
2001	19	644590	1	0	0	1	93.19	H
2001	19	654720	0	2	1	3	87.8	M
2001	19	655600	1	0	0	1	93.19	M
2001	19	661600	7	4	0	11	84.19	M
2001	19	677750	0	1	0	1	77.5	M
2001	19	677790	0	2	0	2	83.3	M
2001	19	678670	0	1	0	1	67.3	C
2001	19	679750	0	1	0	1	73.4	M
2001	20	603900	0	0	2	2	77.69	M
2001	20	618320	3	0	0	3	90.5	M
2001	20	618330	4	0	0	4	87.8	M
2001	20	628090	2	0	0	2	97.69	M
2001	20	636300	1	0	0	1	84.69	M
2001	20	636540	1	1	0	2	80.59	M
2001	20	636740	0	1	0	1	76.09	C
2001	20	637090	1	2	0	3	75.19	M
2001	20	637100	1	0	0	1	72.09	M
2001	20	637260	0	1	0	1	68.9	C
2001	20	643870	8	2	0	10	81	M
2001	20	644000	0	7	0	7	88.19	H
2001	21	603950	0	0	5	5	81.9	M
2001	21	616950	1	0	0	1	97.5	M
2001	21	617010	2	0	0	2	89.59	M
2001	21	618290	1	0	0	1	97.69	M
2001	21	618330	2	0	0	2	92.69	M
2001	21	618490	4	0	0	4	88.69	M
2001	21	628030	2	1	0	3	97.69	M
2001	21	628050	3	0	0	3	98.59	M
2001	21	636300	1	0	0	1	86	M
2001	21	636740	1	0	0	1	80.59	M
2001	21	636950	1	1	0	2	75.59	M
2001	21	637020	1	0	0	1	77	M
2001	21	637260	11	0	0	11	75.59	M
2001	21	637420	1	1	1	3	78.8	M
2001	21	643870	17	8	0	25	81	M
2001	21	644000	0	7	0	7	85.8	M
2001	21	648600	1	0	0	1	99.69	M
2001	21	652010	1	0	0	1	87.8	M
2001	21	661600	5	1	1	7	82.4	M
2001	21	674890	0	1	2	3	69.8	C
2001	21	677750	0	5	0	5	75.19	M
2001	21	678610	0	1	0	1	70.69	C
2001	21	679610	0	1	0	1	77.9	M
2001	21	679750	0	1	0	1	79.19	M
2001	21	680180	0	1	0	1	81.69	C
2001	21	680260	0	2	0	2	82.4	M
2001	21	683680	0	0	1	1	69.09	M
2001	22	603690	0	0	1	1	76.59	M
2001	22	604250	0	1	0	1	93.9	M
2001	22	623250	0	0	1	1	85.59	M
2001	22	624639	0	0	1	1	107.59	H
2001	22	628090	2	0	0	2	96.8	M
2001	22	636240	2	0	0	2	97.5	M
2001	22	636300	1	0	0	1	82.4	M
2001	22	636740	2	0	0	2	86	M
2001	22	637230	1	0	0	1	93	M
2001	22	637260	14	3	0	17	75.19	M
2001	22	643870	15	2	0	17	80.59	M
2001	22	644000	0	7	0	7	86.4	M
2001	22	646500	10	2	0	12	89.59	M
2001	22	653870	0	0	1	1	87.8	M
2001	22	676650	0	0	1	1	73.4	C
2001	22	677750	0	3	0	3	73	M
2001	22	678670	0	1	0	1	76.3	M
2001	23	604450	1	0	0	1	92.8	H
2001	23	610170	1	0	0	1	106.9	M
2001	23	612300	1	0	0	1	106.69	H
2001	23	616950	1	0	0	1	93.19	M
2001	23	617010	2	1	0	3	93.19	M
2001	23	627620	0	1	0	1	105.8	H
2001	23	627700	0	2	0	2	100.8	M
2001	23	628050	1	0	0	1	92.3	M
2001	23	628090	1	1	0	2	99.5	M
2001	23	628100	1	0	0	1	93.19	M
2001	23	628400	1	0	0	1	95	M
2001	23	636240	1	0	0	1	90	M
2001	23	636740	5	1	0	6	86	M
2001	23	636870	2	0	0	2	71.59	C
2001	23	637050	0	3	0	3	73.9	C
2001	23	637090	2	0	0	2	62.59	C
2001	23	637140	1	0	0	1	77.69	M
2001	23	642100	1	0	0	1	78.8	C
2001	23	643870	14	2	0	16	77.4	C
2001	23	644000	0	5	0	5	82.4	M
2001	23	646500	4	1	0	5	89.59	M
2001	23	655480	3	0	0	3	85.09	M
2001	23	675860	0	1	2	3	73.4	C
2001	23	681810	0	1	0	1	86.4	M
2001	23	683350	0	0	2	2	77.9	M
2001	24	604450	0	0	1	1	74.69	M
2001	24	612910	0	0	1	1	95.4	M
2001	24	616950	2	0	0	2	95	M
2001	24	616980	4	0	0	4	99.3	M
2001	24	618180	2	4	0	6	85.59	M
2001	24	623660	0	0	3	3	102.19	H
2001	24	627330	1	0	0	1	95	M
2001	24	627520	1	0	0	1	99.5	M
2001	24	627710	1	0	0	1	92.3	M
2001	24	628400	0	2	0	2	95.9	M
2001	24	629410	2	0	0	2	98.59	M
2001	24	636020	0	2	0	2	82.4	M
2001	24	636580	0	1	0	1	80.59	M
2001	24	636740	3	0	0	3	84.19	M
2001	24	637260	1	1	0	2	79.9	H
2001	24	638010	7	7	0	14	82.4	M
2001	24	642100	4	0	0	4	86	M
2001	24	643870	7	6	0	13	83.8	M
2001	24	646500	0	2	0	2	90.5	M
2001	24	652010	1	0	0	1	86.9	M
2001	24	652640	1	0	0	1	84.19	M
2001	24	655030	1	1	2	4	98.8	M
2001	24	677750	0	3	0	3	67.09	C
2001	24	678690	0	1	0	1	72.5	C
2001	24	679650	0	3	0	3	71.59	C
2001	25	604370	0	1	0	1	96.4	H
2001	25	616980	7	0	0	7	97.69	M
2001	25	618180	2	2	0	4	83.69	M
2001	25	618490	1	2	0	3	86.9	M
2001	25	623660	0	0	4	4	102.9	H
2001	25	626800	0	0	1	1	107.09	M
2001	25	627900	0	1	0	1	98.59	M
2001	25	628090	0	1	0	1	99.5	M
2001	25	628400	2	0	0	2	92.3	M
2001	25	636020	0	8	0	8	82.9	M
2001	25	636300	1	0	0	1	84.19	M
2001	25	636580	1	1	0	2	81.5	M
2001	25	637260	1	0	0	1	74.3	M
2001	25	637420	1	0	0	1	71.8	M
2001	25	638010	1	4	0	5	84.19	M
2001	25	643870	0	4	0	4	81.69	M
2001	25	645010	0	0	2	2	81.9	M
2001	25	652010	0	1	0	1	79.69	C
2001	25	661600	2	2	1	5	78.8	M
2001	25	677750	0	1	1	2	70.3	C
2001	25	678610	0	1	0	1	68.9	C
2001	26	604250	1	0	0	1	92.8	M
2001	26	604750	0	1	0	1	87.3	M
2001	26	616970	1	0	0	1	85.09	M
2001	26	616980	3	0	0	3	93.69	M
2001	26	627520	1	0	0	1	99.9	M
2001	26	629410	1	1	0	2	93.19	M
2001	26	636020	0	5	0	5	83.5	M
2001	26	636120	1	0	0	1	93.9	M
2001	26	636580	1	1	0	2	83.8	M
2001	26	636610	0	0	3	3	77.4	M
2001	26	637050	1	0	0	1	78.4	M
2001	26	637260	1	0	0	1	73.4	M
2001	26	638010	4	2	0	6	84.19	M
2001	26	643870	3	1	0	4	82.8	M
2001	26	648900	1	0	0	1	83.3	C
2001	26	649100	0	1	0	1	84.19	M
2001	26	650460	1	0	0	1	88.69	M
2001	26	661600	2	2	1	5	78.8	M
2001	26	676930	0	2	0	2	73.4	C
2001	26	677750	0	2	0	2	72	M
2001	26	677790	0	8	0	8	78.3	M
2001	26	678610	0	1	0	1	75.19	M
2001	26	678670	0	1	0	1	74.3	M
2001	26	678810	0	1	0	1	72.3	M
2001	26	683350	0	0	1	1	71.8	C
2001	27	604300	0	1	0	1	86.19	M
2001	27	604370	0	1	0	1	81.9	M
2001	27	605110	0	1	0	1	85.5	M
2001	27	627520	0	1	0	1	97.69	M
2001	27	628100	3	0	0	3	96.8	M
2001	27	628400	1	0	0	1	93.19	M
2001	27	629410	0	1	0	1	90.09	C
2001	27	636120	6	3	0	9	94.8	M
2001	27	636190	5	0	0	5	78.3	M
2001	27	636300	1	0	0	1	83.3	M
2001	27	636740	3	2	2	7	86.9	M
2001	27	637050	0	1	0	1	77	M
2001	27	637140	0	1	0	1	75.59	M
2001	27	637260	0	1	0	1	71.59	M
2001	27	638010	14	11	0	25	82.4	M
2001	27	643870	2	3	0	5	81.3	M
2001	27	646500	0	1	0	1	87.8	M
2001	27	652010	0	1	0	1	85.3	M
2001	27	661600	1	0	0	1	73.4	C
2001	27	676650	0	1	0	1	79.3	M
2001	27	677750	0	10	1	11	70.9	C
2001	27	677790	0	1	0	1	76.09	C
2001	27	678610	0	1	0	1	72.5	C
2001	27	678770	0	1	0	1	69.59	M
2001	27	678810	0	2	0	2	61.29	C
2001	27	679770	0	2	0	2	79.5	M
2001	28	617010	0	1	0	1	89.59	M
2001	28	618180	0	2	0	2	83.69	M
2001	28	618330	1	0	0	1	86	M
2001	28	618490	3	2	0	5	86	M
2001	28	623660	1	0	0	1	96.09	H
2001	28	628100	1	2	0	3	90.09	C
2001	28	636020	1	0	0	1	81.5	M
2001	28	637230	3	0	0	3	90.5	M
2001	28	637260	3	1	0	4	77	M
2001	28	637400	1	0	0	1	73.59	M
2001	28	643870	6	1	0	7	81.69	M
2001	28	644590	0	1	0	1	88.9	M
2001	28	652010	1	0	0	1	86	M
2001	28	652640	1	0	0	1	80.59	C
2001	28	653300	0	1	0	1	86.5	M
2001	28	661600	0	1	0	1	80.8	M
2001	28	676650	0	1	0	1	72.69	C
2001	28	677750	0	3	0	3	72.3	M
2001	28	677790	0	5	0	5	79.19	M
2001	28	678810	0	1	0	1	64.8	C
2001	28	683680	0	1	0	1	61.9	C
2001	29	618180	0	2	0	2	81.69	C
2001	29	618320	0	0	1	1	82.4	C
2001	29	628400	0	1	0	1	97.69	M
2001	29	636120	0	1	0	1	93.59	M
2001	29	636240	1	0	0	1	85.09	C
2001	29	636580	0	1	0	1	83.09	M
2001	29	636610	1	0	1	2	77	M
2001	29	638440	0	0	1	1	82.9	M
2001	29	643870	5	9	0	14	84.9	M
2001	29	652010	2	0	0	2	84.4	M
2001	29	652500	0	1	0	1	84	M
2001	29	661600	0	1	1	2	78.8	M
2001	29	676650	0	1	1	2	81	M
2001	29	677750	0	2	0	2	71.59	C
2001	29	679750	0	1	0	1	79.19	M
2001	30	616990	0	0	1	1	87.4	C
2001	30	618320	0	0	1	1	82.4	C
2001	30	618490	2	0	0	2	79	C
2001	30	629410	0	3	0	3	89.09	C
2001	30	636710	2	0	0	2	86.4	C
2001	30	636740	1	0	0	1	87.8	M
2001	30	637090	1	0	0	1	71.09	C
2001	30	637260	6	3	0	9	71.59	M
2001	30	637400	1	1	1	3	74.5	M
2001	30	637910	1	0	1	2	81	M
2001	30	644500	0	0	1	1	75.59	C
2001	30	677750	0	1	0	1	64.9	C
2001	30	677790	0	8	1	9	76.3	C
2001	30	678430	0	1	0	1	72.3	C
2001	30	679750	0	1	0	1	54.09	C
2001	30	679770	0	1	0	1	75.9	C
2001	31	603950	1	0	0	1	105.8	H
2001	31	616950	0	1	0	1	89.8	M
2001	31	618320	2	0	0	2	82.9	C
2001	31	628400	1	1	0	2	87.8	C
2001	31	636240	1	0	0	1	92.09	M
2001	31	636710	2	0	0	2	89.59	M
2001	31	636740	3	0	0	3	84.9	M
2001	31	637260	1	0	0	1	68	C
2001	31	637400	0	1	0	1	63.5	C
2001	31	643870	6	16	0	22	77.69	C
2001	31	644000	2	0	0	2	77.5	C
2001	31	644500	0	0	1	1	82.4	C
2001	31	651340	1	0	0	1	73.4	C
2001	31	652010	2	0	0	2	82.4	C
2001	31	661600	0	2	0	2	75.19	C
2001	31	672290	0	1	0	1	66.9	C
2001	31	677650	0	1	0	1	71.59	C
2001	31	677750	0	4	0	4	71.09	C
2001	31	678690	0	1	0	1	68.69	C
2001	31	678810	0	1	0	1	59	C
2001	31	679650	0	1	0	1	64	C
2001	31	683680	0	1	0	1	67.3	M
2001	32	604250	0	1	0	1	108.69	H
2001	32	605360	0	1	0	1	102.19	H
2001	32	628010	1	1	0	2	94.59	M
2001	32	628100	1	0	0	1	89.59	C
2001	32	628400	1	0	0	1	89.59	C
2001	32	636240	1	0	0	1	93.59	M
2001	32	637090	1	2	0	3	78.4	M
2001	32	637260	0	3	0	3	74.3	M
2001	32	643870	2	7	1	10	81	M
2001	32	653870	0	0	1	1	83.3	C
2001	32	673410	0	0	2	2	77	M
2001	32	677650	0	4	1	5	71.59	C
2001	32	677750	0	2	0	2	75.19	M
2001	32	678610	0	3	0	3	71.19	C
2001	32	678690	0	1	0	1	72.9	C
2001	32	679650	0	2	0	2	67.09	C
2001	32	688160	0	0	3	3	70.19	M
2001	33	618340	2	0	0	2	85.09	M
2001	33	628030	1	0	0	1	84.19	C
2001	33	628100	1	1	0	2	91.4	M
2001	33	636120	0	1	0	1	96.3	M
2001	33	637720	0	1	0	1	83.5	C
2001	33	638010	8	7	0	15	86	M
2001	33	643870	3	2	0	5	81.69	M
2001	33	644500	0	0	1	1	81.69	C
2001	33	652010	0	1	0	1	80.59	C
2001	33	652500	0	1	0	1	84.4	M
2001	33	652570	2	1	0	3	83.5	C
2001	33	653350	0	1	0	1	81.5	C
2001	33	653870	0	0	1	1	83.3	C
2001	33	677810	0	1	0	1	76.3	M
2001	33	678430	0	0	1	1	91.19	M
2001	33	678610	0	1	0	1	82.4	M
2001	33	678810	0	1	0	1	84.59	H
2001	33	688160	0	0	1	1	61.9	C
2001	34	603510	0	1	0	1	86	H
2001	34	605060	0	3	0	3	105.8	H
2001	34	618340	1	0	0	1	84.19	M
2001	34	628030	1	0	0	1	89.59	M
2001	34	636120	0	1	0	1	93.69	M
2001	34	636300	0	1	0	1	86	M
2001	34	636540	1	0	0	1	86	H
2001	34	636740	0	1	0	1	87.3	M
2001	34	637260	1	1	0	2	78.09	M
2001	34	637400	1	0	0	1	78.8	M
2001	34	638010	1	2	0	3	86	M
2001	34	638940	0	2	1	3	85.3	M
2001	34	643870	7	0	0	7	85.59	H
2001	34	651340	1	0	0	1	79	M
2001	34	652010	0	2	0	2	83.3	C
2001	34	653380	0	1	0	1	86.9	M
2001	34	677790	0	1	0	1	87.09	M
2001	34	688160	0	0	1	1	60.29	C
2001	35	603600	0	1	0	1	85.3	M
2001	35	603690	0	3	0	3	93.59	H
2001	35	605060	0	1	0	1	90.5	H
2001	35	616980	0	1	1	2	92.09	M
2001	35	627210	0	0	1	1	97.69	M
2001	35	628050	0	3	0	3	88.69	C
2001	35	636020	0	2	0	2	77.9	C
2001	35	636300	0	1	0	1	80.59	C
2001	35	637200	1	0	0	1	72	M
2001	35	637260	3	1	0	4	76.09	M
2001	35	637910	0	0	1	1	79.69	C
2001	35	638010	8	8	0	16	86.19	M
2001	35	644520	0	1	0	1	87.4	M
2001	35	652500	1	0	0	1	82	C
2001	35	652710	1	1	0	2	86	M
2001	35	653350	0	1	0	1	80.59	C
2001	35	653760	0	1	0	1	82.9	C
2001	35	661600	6	2	1	9	77	M
2001	35	676650	0	1	0	1	90.5	H
2001	35	677610	0	1	0	1	90.09	M
2001	35	677750	0	3	1	4	83.8	M
2001	35	677790	0	1	0	1	90.3	H
2001	35	679750	0	1	0	1	82	M
2001	35	682620	1	0	1	2	82.4	M
2001	35	685880	2	0	1	3	83.3	M
2001	36	603510	1	0	0	1	86	H
2001	36	603900	0	1	0	1	87.3	H
2001	36	604520	0	1	0	1	87.3	H
2001	36	604750	1	0	0	1	90.69	H
2001	36	616410	0	0	2	2	86.4	M
2001	36	616950	0	2	0	2	92.3	M
2001	36	616980	0	1	0	1	91.9	M
2001	36	618200	2	0	0	2	80.09	C
2001	36	618340	1	1	0	2	85.3	M
2001	36	628400	1	0	0	1	89.59	C
2001	36	628800	8	0	0	8	89.59	C
2001	36	629410	0	1	0	1	90.09	C
2001	36	637260	2	2	0	4	75.19	M
2001	36	637720	1	0	0	1	84.9	M
2001	36	638010	18	8	0	26	87.8	M
2001	36	643870	10	3	0	13	83.5	M
2001	36	651340	1	0	0	1	76.09	M
2001	36	652010	0	1	0	1	84.19	M
2001	36	652570	0	1	0	1	85.3	M
2001	36	652640	0	1	0	1	80.59	C
2001	36	677610	0	1	0	1	93.19	M
2001	36	677750	0	0	1	1	80.09	M
2001	36	679650	0	1	0	1	88.69	M
2001	37	610240	1	0	0	1	108.3	H
2001	37	628400	2	0	0	2	85.09	C
2001	37	628800	1	0	0	1	88.69	C
2001	37	636120	1	1	0	2	96.8	M
2001	37	636580	1	1	0	2	86.4	M
2001	37	637260	1	0	0	1	76.09	M
2001	37	637400	1	0	0	1	79.69	M
2001	37	637720	1	0	0	1	82.8	C
2001	37	652010	0	1	0	1	85.09	M
2001	37	653300	0	1	0	1	80.09	C
2001	37	677610	0	1	0	1	98.09	H
2001	37	677750	0	1	0	1	86	H
2001	37	679650	0	2	0	2	93.59	H
2001	37	680180	0	1	0	1	95	M
2001	37	687470	0	1	0	1	77.19	M
2001	37	688160	0	1	0	1	75.59	M
2001	38	603900	0	1	0	1	80.4	M
2001	38	604750	3	0	0	3	94.09	H
2001	38	617010	0	0	1	1	88.19	M
2001	38	623660	0	0	1	1	93.69	M
2001	38	628090	1	0	0	1	95	M
2001	38	628400	1	0	0	1	94.09	M
2001	38	636120	2	0	0	2	97.19	M
2001	38	636860	2	1	0	3	77	M
2001	38	637230	3	0	0	3	94.59	M
2001	38	638010	10	1	0	11	83.3	M
2001	38	643870	9	6	1	16	83.8	M
2001	38	652500	2	0	0	2	84.19	M
2001	38	661600	1	1	0	2	77	M
2001	38	677610	0	2	0	2	91.4	M
2001	38	677750	0	3	0	3	83.09	M
2001	38	681100	0	0	1	1	81.9	M
2001	38	688160	0	0	2	2	68.5	M
2001	39	603690	0	1	0	1	75.9	M
2001	39	616980	0	0	1	1	94.5	M
2001	39	617010	0	0	1	1	89.59	M
2001	39	623660	0	0	1	1	85.09	M
2001	39	627600	1	0	0	1	103.3	H
2001	39	636950	0	1	0	1	80.4	H
2001	39	637260	0	1	0	1	72	M
2001	39	648900	0	0	2	2	85.5	C
2001	39	654720	0	0	1	1	77	C
2001	39	661600	0	1	0	1	75.19	C
2001	39	677750	0	3	0	3	88	H
2001	39	678690	0	2	0	2	97	H
2001	39	683680	0	1	1	2	81.09	M
2001	39	688160	0	0	2	2	63.09	C
2001	40	600600	0	0	1	1	73.8	M
2001	40	603690	1	0	0	1	80.09	M
2001	40	605110	0	1	0	1	77	M
2001	40	617010	0	1	0	1	89.59	M
2001	40	623180	0	0	1	1	81.69	M
2001	40	637230	0	1	0	1	95.69	M
2001	40	637260	1	0	0	1	74.09	M
2001	40	637400	2	0	0	2	79.19	M
2001	40	637720	0	1	0	1	86	M
2001	40	643870	11	12	0	23	81.3	M
2001	40	646590	0	3	0	3	83.8	C
2001	40	648900	0	1	1	2	88	M
2001	40	652010	1	0	0	1	87.09	M
2001	40	652500	1	1	0	2	85.09	M
2001	40	672170	0	1	0	1	79.69	M
2001	40	673410	0	0	5	5	95.5	H
2001	40	677750	0	3	0	3	82.8	M
2001	40	677810	0	2	0	2	84.19	M
2001	40	678610	0	13	0	13	93.9	H
2001	40	679830	0	1	0	1	86.69	H
2001	40	683960	0	1	0	1	87.8	M
2001	40	688170	1	0	0	1	75.59	M
2001	41	604750	1	0	0	1	82.59	M
2001	41	616790	0	0	1	1	95.69	M
2001	41	616970	1	0	0	1	91.8	M
2001	41	623180	0	0	1	1	83.69	M
2001	41	623660	0	0	3	3	87.09	M
2001	41	627210	0	0	4	4	106.69	M
2001	41	628090	4	0	0	4	100.4	M
2001	41	628400	3	1	0	4	96.3	M
2001	41	637260	2	0	0	2	75.19	M
2001	41	637400	0	0	1	1	79.9	M
2001	41	638010	17	7	0	24	78.8	C
2001	41	650460	1	0	0	1	93.19	M
2001	41	652010	0	1	0	1	86.4	M
2001	41	661600	0	1	0	1	89.59	H
2001	41	672170	0	0	1	1	75.19	M
2001	41	673410	0	0	7	7	86.5	M
2001	41	677650	0	1	0	1	84.19	M
2001	41	677750	0	3	0	3	82.4	M
2001	41	677790	0	3	0	3	87.59	M
2001	41	677810	0	1	0	1	82.4	M
2001	41	678610	0	2	0	2	88.3	H
2001	41	678690	0	1	0	1	88.3	M
2001	41	678810	0	1	0	1	78.09	M
2001	41	680180	0	1	0	1	96.3	H
2001	41	683680	0	0	3	3	81.9	H
2001	41	688170	2	0	4	6	82.19	M
2001	42	617010	0	1	2	3	90.5	M
2001	42	627210	0	0	1	1	97.69	M
2001	42	628090	1	1	0	2	99	M
2001	42	628100	3	0	0	3	97.69	M
2001	42	628400	5	2	0	7	94.09	M
2001	42	636020	1	0	0	1	82.8	M
2001	42	636300	0	2	0	2	86.9	M
2001	42	637020	0	1	0	1	78.8	M
2001	42	637260	5	0	0	5	78.8	H
2001	42	643870	7	3	0	10	85.59	H
2001	42	673410	0	0	3	3	88.5	M
2001	42	677790	0	1	0	1	86.4	M
2001	42	683680	0	0	2	2	63.7	C
2001	42	688580	0	1	0	1	68.69	C
2001	43	604300	1	0	0	1	80.19	M
2001	43	605060	2	0	0	2	85.09	M
2001	43	612650	0	1	0	1	100.8	M
2001	43	616950	1	0	0	1	94.59	M
2001	43	617010	0	2	0	2	92.09	M
2001	43	623660	0	0	3	3	83.8	M
2001	43	637230	0	1	0	1	96.09	M
2001	43	637260	3	2	0	5	75.19	M
2001	43	646590	1	0	0	1	90.9	M
2001	43	652010	0	1	0	1	86.9	M
2001	43	653760	0	1	0	1	88.69	M
2001	43	653870	0	1	0	1	91.4	M
2001	43	677750	0	1	0	1	82.4	M
2001	43	677790	0	1	0	1	90.3	H
2001	43	678530	0	1	0	1	90.9	M
2001	43	678690	0	1	0	1	89.8	H
2001	43	682620	0	0	2	2	90	H
2001	43	685880	0	0	1	1	79.5	M
2001	44	604680	1	0	0	1	73.4	M
2001	44	604760	1	0	0	1	68.9	M
2001	44	618320	0	0	1	1	86	M
2001	44	628090	0	1	0	1	98.59	M
2001	44	636020	1	0	0	1	78.8	M
2001	44	636740	1	0	0	1	82.4	M
2001	44	637400	0	1	0	1	79.69	M
2001	44	638010	6	7	0	13	80.59	M
2001	44	644520	0	1	0	1	77	C
2001	44	646500	2	0	0	2	86.9	M
2001	44	655280	0	0	1	1	91.4	M
2001	44	661600	2	0	0	2	80.59	M
2001	44	677750	0	1	0	1	86	H
2001	44	677790	0	1	0	1	92.3	H
2001	44	677810	0	2	0	2	89.09	H
2001	44	678530	0	1	0	1	87.8	M
2001	44	678690	0	1	0	1	89.19	M
2001	44	679690	0	1	0	1	91.59	M
2001	44	680140	1	0	0	1	91.4	M
2001	44	683680	0	1	1	2	75.19	M
2001	44	683960	0	0	1	1	79.19	M
2001	45	604170	0	1	0	1	59.2	M
2001	45	616950	0	1	1	2	94.3	M
2001	45	617010	0	1	0	1	93.19	M
2001	45	618320	0	0	2	2	89.59	M
2001	45	628090	1	0	0	1	98.19	M
2001	45	633310	1	0	1	2	78.09	M
2001	45	633330	0	1	0	1	76.09	M
2001	45	634780	0	1	0	1	92.5	M
2001	45	636300	0	1	0	1	82.4	M
2001	45	637260	0	1	0	1	75.19	M
2001	45	638010	10	1	0	11	80.59	M
2001	45	643870	7	6	1	14	76.3	C
2001	45	646500	3	1	0	4	88.69	M
2001	45	652010	1	0	0	1	89.59	M
2001	45	677750	0	1	0	1	88.69	H
2001	45	677790	0	3	0	3	96.09	H
2001	45	677810	0	2	0	2	82.4	M
2001	45	678610	0	1	0	1	89.8	H
2001	45	679650	0	1	0	1	94.59	H
2001	45	679690	0	1	0	1	85.09	M
2001	45	681100	0	0	1	1	89.4	M
2001	45	683680	0	0	1	1	81.3	M
2001	46	600330	0	0	1	1	71.59	C
2001	46	603690	0	1	0	1	69.59	M
2001	46	628090	0	1	0	1	91.4	M
2001	46	628100	1	1	0	2	103.09	M
2001	46	634020	0	1	0	1	77	M
